customer_id,nome,email,telefone,data_nascimento,cidade,estado,renda_mensal,score_credito,num_produtos,valor_compras_total,data_cadastro,canal_aquisicao,status_cliente,satisfacao,email_disponivel,telefone_disponivel,idade,faixa_etaria,meses_relacionamento,ticket_medio,segmento_renda,score_credito_norm,valor_norm,satisfacao_norm,indice_engajamento,alto_valor,classe_risco
CUST-00180,Theodoro Santos,fbarbosa@example.org,+55 (041) 6145-4433,,Fogaça,MA,22766.570256192055,598.0,2,2507.222765190394,2022-08-17,Email,Ativo,4.0,1,1,,,42.8,1253.611382595197,Platina,0.5418181818181819,0.15567738437280804,0.75,0.4587,0,Moderado
CUST-00181,Lavínia Da Luz,murilobarbosa@example.net,+55 (031) 7275-3317,1977-09-16,Rezende,CE,5111.924595315733,698.0,1,4633.858793126408,2025-10-07,Orgânico,Ativo,4.0,1,1,48.0,36-50,5.2,4633.858793126408,Prata,0.7236363636363636,0.2877235427511266,0.75,0.5777,0,Bom
CUST-00182,Sra. Stephany Andrade,jcorreia@example.com,71 7415 9596,,Pinto de Sousa,PA,2697.254574747979,647.0,0,1852.9322819828492,2021-10-26,Orgânico,Inativo,4.0,1,1,,,52.5,0.0,Bronze,0.6309090909090909,0.11505146454631975,0.75,0.4801,0,Bom
CUST-00183,Ana Julia Sales,raquel44@example.net,+55 (061) 8735 6644,1978-11-02,Leão de Martins,SE,2322.443751285437,542.0,4,1535.4824392832368,2021-12-05,Social,Ativo,5.0,1,1,47.0,36-50,51.2,383.8706098208092,Bronze,0.44,0.09534050712077077,1.0,0.4594,0,Moderado
CUST-00184,Benício Rezende,anthony65@example.com,+55 (031) 1772-9040,1999-04-05,Carvalho de Fogaça,RO,6889.34084223721,689.0,0,1829.9329354454453,2023-12-16,Social,Ativo,4.0,1,1,26.0,26-35,26.9,0.0,Ouro,0.7072727272727273,0.11362339913428805,0.75,0.5102,0,Bom
CUST-00185,Dr. Gael Monteiro,joao-vitorvargas@example.net,21 8927-1617,1955-02-20,Fonseca,CE,4203.093371803445,509.0,1,1841.952166407233,2022-01-04,Email,Ativo,4.0,1,1,71.0,65+,50.2,1841.952166407233,Prata,0.38,0.11436969199038444,0.75,0.3795,0,Moderado
CUST-00186,Luiz Henrique Lima,emanuellafonseca@example.org,61 6925 7083,2005-05-13,da Rocha,TO,8101.466274849556,793.0,2,2749.801385093207,2021-06-07,Referral,Ativo,4.0,1,1,20.0,18-25,57.2,1374.9006925466035,Platina,0.8963636363636364,0.17073947042895782,0.75,0.6058,0,Excelente
CUST-00187,Oliver Caldeira,upinto@example.net,Não informado,1966-12-19,Novaes da Praia,CE,6844.949343620738,594.0,3,2744.3520261281574,2022-05-04,Email,Ativo,4.0,1,0,59.0,51-65,46.3,914.7840087093858,Ouro,0.5345454545454545,0.17040111120457394,0.75,0.461,0,Moderado
CUST-00188,Ryan Mendonça,albuquerqueeduarda@example.net,Não informado,1975-11-04,da Cruz,SP,4670.492292874696,674.0,1,2406.1483342108445,2023-06-14,Social,Ativo,3.0,1,0,50.0,51-65,33.0,2406.1483342108445,Prata,0.68,0.14940151480895167,0.5,0.4493,0,Bom
CUST-00189,Pietra Peixoto,gmoraes@example.com,84 3025-1227,1958-10-28,Andrade,TO,2716.8934628831,684.0,5,506.7235432544092,2025-03-02,Social,Ativo,1.0,1,1,67.0,65+,12.4,101.34470865088184,Bronze,0.6981818181818182,0.03146325763677304,0.0,0.2903,0,Bom
CUST-00190,Maria Clara Duarte,isismelo@example.net,(081) 3082-5774,1979-12-05,Pires do Norte,MA,1702.0810742952651,619.0,2,2398.6507336938366,2023-02-22,Referral,Inativo,4.0,1,1,46.0,36-50,36.6,1199.3253668469183,Bronze,0.58,0.14893597706186149,0.75,0.4716,0,Moderado
CUST-00191,Rafaela Albuquerque,bda-rosa@example.org,(051) 3206 5461,1947-10-23,Vieira,PB,3595.5042822809355,720.0,4,648.376828869349,2024-05-23,Pago,Inativo,4.0,1,1,78.0,65+,21.6,162.09420721733724,Prata,0.7636363636363637,0.040258731775934156,0.75,0.507,0,Bom
CUST-00192,Felipe Pereira,jose-pedro71@example.org,(021) 6368-5178,2006-07-05,Melo das Pedras,AL,8950.629607724422,593.0,3,471.90597051842656,2025-06-20,Email,Ativo,4.0,1,1,19.0,18-25,8.7,157.30199017280884,Platina,0.5327272727272727,0.029301380068891207,0.75,0.4108,0,Moderado
CUST-00193,Otávio Albuquerque,bento07@example.net,+55 (041) 2398 2733,1948-12-28,Pastor,ES,5709.37946087786,755.0,3,9442.26076515046,2025-09-24,Pago,Ativo,4.0,1,1,77.0,65+,5.6,3147.4202550501536,Ouro,0.8272727272727273,0.5862847445759323,0.75,0.7236,1,Excelente
CUST-00194,Amanda Rodrigues,matteo54@example.net,Não informado,1952-05-31,Abreu de Minas,MS,5111.924595315733,488.0,4,3250.600405830784,2023-03-12,Pago,Ativo,4.0,1,0,73.0,65+,36.0,812.650101457696,Prata,0.3418181818181818,0.20183486519296048,0.75,0.3949,0,Alto Risco
CUST-00195,Davi Miguel Caldeira,msilva@example.net,(071) 4650 9745,1955-02-03,Ribeiro de Goiás,PB,5548.187895417491,665.0,2,3770.588345813872,2023-11-26,Pago,Ativo,3.0,1,1,71.0,65+,27.5,1885.294172906936,Ouro,0.6636363636363637,0.23412172997652295,0.5,0.4724,0,Bom
CUST-00196,Davi Miguel Mendes,valentimcunha@example.org,Não informado,1969-06-19,Lima de Nunes,AM,6436.383968396977,850.0,4,1798.3684307900926,2021-07-30,Referral,Ativo,4.0,1,0,56.0,51-65,55.4,449.59210769752315,Ouro,1.0,0.11166350965338846,0.75,0.6266,0,Excelente
CUST-00197,Thiago Peixoto,psantos@example.org,(031) 2350-4118,1991-02-12,Pacheco da Mata,BA,2647.3112854698334,530.0,2,8388.400354425863,2023-03-19,Pago,Ativo,4.0,1,1,35.0,36-50,35.8,4194.2001772129315,Bronze,0.41818181818181815,0.5208489027698294,0.75,0.5371,1,Moderado
CUST-00198,Maria Eduarda Garcia,thiago28@example.net,+55 (031) 8363 4718,1978-08-18,Leão da Prata,TO,5473.138923020385,648.0,5,3555.716737487884,2025-06-24,Orgânico,Inativo,4.0,1,1,47.0,36-50,8.6,711.1433474975768,Ouro,0.6327272727272727,0.22078001562046806,0.75,0.5179,0,Bom
CUST-00199,Larissa Da Luz,antony44@example.org,11 7900-4956,1999-06-12,Alves de Pastor,TO,5119.162359105897,648.0,3,5131.256217071079,2022-06-16,Social,Ativo,4.0,1,1,26.0,26-35,44.9,1710.418739023693,Ouro,0.6327272727272727,0.31860772704800894,0.75,0.5521,1,Bom
CUST-00200,Hadassa Mendonça,amanda65@example.net,0900-678-3763,1946-01-03,Moreira da Mata,PA,2208.173078923676,672.0,3,1609.146923103121,2025-03-08,Pago,Ativo,4.0,1,1,80.0,65+,12.2,536.3823077010403,Bronze,0.6763636363636364,0.09991445017899032,0.75,0.493,0,Bom
CUST-00201,Lívia Cardoso,zcunha@example.net,81 1260 3548,1961-11-17,Azevedo,GO,6313.535831519003,692.0,3,11267.105113129795,2024-04-22,Referral,Ativo,4.0,1,1,64.0,51-65,22.7,3755.7017043765986,Ouro,0.7127272727272728,0.6995921853526804,0.75,0.7174,1,Bom
CUST-00202,Dr. Théo Andrade,sampaiodavi-lucca@example.net,+55 61 6234 8136,1992-06-16,da Cruz de Vargas,DF,7277.54725178184,709.0,1,6010.775542063602,2025-10-07,Orgânico,Inativo,5.0,1,1,33.0,26-35,5.2,6010.775542063602,Ouro,0.7436363636363637,0.37321845806128456,1.0,0.6781,0,Bom
CUST-00203,Benjamin Da Luz,email_nao_informado@desconhecido.com,+55 (061) 7667-9565,1994-01-04,Ramos de Goiás,RO,10489.561200229173,726.0,3,6733.285042785416,2022-11-30,Orgânico,Prospect,4.0,0,1,32.0,26-35,39.4,2244.428347595139,Platina,0.7745454545454545,0.41808020342292346,0.75,0.6436,0,Excelente
CUST-00204,Danilo Ferreira,maria-liz43@example.com,+55 (081) 3522 6509,1955-03-13,Moura Grande,RJ,10276.97706997659,783.0,5,661.4187111696959,2022-06-21,Orgânico,Prospect,3.0,1,1,71.0,65+,44.7,132.2837422339392,Platina,0.8781818181818182,0.04106852265371516,0.5,0.4906,0,Excelente
CUST-00205,Vinicius Das Neves,lucasgomes@example.org,+55 21 5355-7351,2005-10-28,Câmara,AP,1873.6270729410185,699.0,1,1106.108776270945,2021-10-28,Referral,Inativo,5.0,1,1,20.0,18-25,52.5,1106.108776270945,Bronze,0.7254545454545455,0.06868002457236463,1.0,0.5642,0,Bom
CUST-00206,Arthur Miguel Sampaio,ana-ceciliapinto@example.org,(061) 5653-0914,1982-12-04,Azevedo,AM,2549.1684120879645,621.0,3,1177.2231929943357,2023-05-30,Orgânico,Ativo,5.0,1,1,43.0,36-50,33.4,392.4077309981119,Bronze,0.5836363636363636,0.07309562997464512,1.0,0.509,0,Bom
CUST-00207,Daniel Nunes,mjesus@example.com,61 1238 7305,1958-11-25,da Costa,MG,7048.179863237966,731.0,0,1105.8496135072228,2022-03-23,Email,Ativo,3.0,1,1,67.0,65+,47.7,0.0,Ouro,0.7836363636363637,0.06866393275087064,0.5,0.4625,0,Excelente
CUST-00208,Paulo Rodrigues,maria-julia08@example.com,21 4554 0256,1962-09-25,Ramos de Minas,MT,7042.018773458655,850.0,3,6768.441459284254,2021-11-07,Orgânico,Prospect,1.0,1,1,63.0,51-65,52.1,2256.1471530947515,Ouro,1.0,0.4202631203302069,0.0,0.5471,0,Excelente
CUST-00209,Laís Sales,augustoda-cunha@example.net,+55 (041) 5061-5821,1948-04-29,Camargo do Norte,AP,7048.241135926786,634.0,3,113.41464950482244,2025-10-29,Orgânico,Ativo,4.0,1,1,77.0,65+,4.4,37.804883168274145,Ouro,0.6072727272727273,0.007042093039997095,0.75,0.4329,0,Bom
CUST-00210,Pedro Henrique Fernandes,lribeiro@example.com,+55 (081) 8430-2792,1982-06-01,Macedo,MS,5111.924595315733,533.0,1,277.0299923250228,2021-04-22,Orgânico,Churned,4.0,1,1,43.0,36-50,58.7,277.0299923250228,Prata,0.42363636363636364,0.017201225673580556,0.75,0.363,0,Moderado
CUST-00211,Amanda Porto,mariahleao@example.com,+55 (021) 0914-1528,1960-03-21,Leão das Pedras,SC,7329.212526193952,783.0,4,1120.308045311003,2021-12-22,Orgânico,Inativo,4.0,1,1,66.0,65+,50.7,280.07701132775077,Ouro,0.8781818181818182,0.06956167940369916,0.75,0.5631,0,Excelente
CUST-00212,Srta. Anna Liz Duarte,maria-vitoria20@example.net,81 5184 5268,1966-10-24,Borges,SC,10882.333223700332,636.0,0,780.4467378067231,2021-04-03,Social,Inativo,4.0,1,1,59.0,51-65,59.3,0.0,Platina,0.610909090909091,0.048459159062722953,0.75,0.4488,0,Bom
CUST-00213,Yuri Da Rocha,eborges@example.org,+55 (071) 3294 9601,1950-02-15,Barbosa da Praia,DF,9583.52957218444,389.0,6,923.2396884058436,2021-04-14,Social,Ativo,4.0,1,1,76.0,65+,58.9,153.87328140097392,Platina,0.1618181818181818,0.05732539678390868,0.75,0.2723,0,Alto Risco
CUST-00214,Jade Moraes,cda-costa@example.org,(071) 6434-5202,1963-04-17,da Rosa do Norte,DF,7754.075661444544,752.0,3,5597.222329305467,2024-03-24,Referral,Inativo,5.0,1,1,62.0,51-65,23.6,1865.7407764351556,Platina,0.8218181818181818,0.3475402920223491,1.0,0.7004,0,Excelente
CUST-00215,Breno Barros,emoraes@example.com,Não informado,1974-04-18,da Cunha das Pedras,AC,3941.479852095949,648.0,1,2898.391350380856,2021-09-14,Orgânico,Ativo,4.0,1,0,51.0,51-65,53.9,2898.391350380856,Prata,0.6327272727272727,0.17996565386235167,0.75,0.5036,0,Bom
CUST-00216,Joana Monteiro,email_nao_informado@desconhecido.com,+55 (031) 0733-7417,1979-01-04,da Conceição,RO,8360.541313032623,639.0,3,20.255815624546862,2022-04-15,Orgânico,Ativo,3.0,0,1,47.0,36-50,46.9,6.751938541515621,Platina,0.6163636363636363,0.0012577152850348546,0.5,0.372,0,Bom
CUST-00217,Julia Sousa,grios@example.org,+55 21 2662 2755,1975-11-19,Lopes de Nogueira,AP,2861.274259373839,690.0,1,1963.260225774058,2023-07-06,Pago,Ativo,4.0,1,1,50.0,51-65,32.2,1963.260225774058,Bronze,0.7090909090909091,0.12190189919899859,0.75,0.5138,0,Bom
CUST-00218,Anna Liz Fernandes,garciaisadora@example.com,+55 81 3388-8337,1991-07-13,Marques do Norte,BA,5111.924595315733,673.0,1,1834.1899893351945,2022-02-25,Email,Prospect,5.0,1,1,34.0,26-35,48.5,1834.1899893351945,Prata,0.6781818181818182,0.1138877262710273,1.0,0.5611,0,Bom
CUST-00219,Luiza Rios,juanborges@example.net,Não informado,1979-12-02,Campos,MA,5111.924595315733,735.0,2,423.41795177133,2024-11-12,Orgânico,Ativo,4.0,1,0,46.0,36-50,16.0,211.708975885665,Prata,0.7909090909090909,0.026290683118955667,0.75,0.5131,0,Excelente
CUST-00220,Mariana Vargas,nunesyago@example.net,+55 (071) 3385-5761,1988-02-06,Pereira,TO,5204.671660850156,598.0,2,3946.073173396581,2024-09-11,Referral,Ativo,4.0,1,1,38.0,36-50,18.0,1973.0365866982904,Ouro,0.5418181818181819,0.24501785749039176,0.75,0.49,0,Moderado
CUST-00221,Igor Cavalcanti,email_nao_informado@desconhecido.com,+55 (041) 1594 5764,1984-01-16,Novais,AC,22766.570256192055,648.0,4,4238.457934102452,2025-10-18,Pago,Ativo,5.0,0,1,42.0,36-50,4.8,1059.614483525613,Platina,0.6327272727272727,0.2631724847573083,1.0,0.5952,0,Bom
CUST-00222,Josué Borges,vianaaugusto@example.com,31 2876 1086,1963-02-07,Porto,PR,5111.924595315733,619.0,2,4466.562950396362,2023-05-17,Orgânico,Inativo,4.0,1,1,63.0,51-65,33.9,2233.281475198181,Prata,0.58,0.2773358821195112,0.75,0.5166,0,Moderado
CUST-00223,Srta. Maria Vitória Vargas,jfonseca@example.com,(081) 7521-5846,2007-01-06,Duarte de Goiás,DF,5111.924595315733,739.0,6,4562.901457858224,2021-12-02,Pago,Inativo,4.0,1,1,19.0,18-25,51.3,760.483576309704,Prata,0.7981818181818182,0.2833176907821746,0.75,0.6059,0,Excelente
CUST-00224,Matteo Cirino,rmendes@example.net,+55 61 9964 0207,1964-04-15,Carvalho,ES,1589.37937713025,724.0,1,0.1848991469091624,2021-11-23,Orgânico,Inativo,4.0,1,1,61.0,51-65,51.6,0.1848991469091624,Bronze,0.7709090909090909,1.1480677330797978e-05,0.75,0.4959,0,Excelente
CUST-00225,Sr. Luiz Miguel Viana,duartemelissa@example.org,+55 (051) 0745-0423,1950-09-17,Mendonça Alegre,MA,3532.099364411229,538.0,2,10770.877975679448,2021-07-18,Social,Ativo,3.0,1,1,75.0,65+,55.8,5385.438987839724,Prata,0.43272727272727274,0.6687806659752988,0.5,0.5322,1,Moderado
CUST-00226,Melissa Mendes,lazevedo@example.net,11 1230-2271,1947-01-23,Duarte,RN,10532.967906425683,780.0,1,5890.960737043159,2024-06-20,Orgânico,Ativo,5.0,1,1,79.0,65+,20.7,5890.960737043159,Platina,0.8727272727272727,0.36577896935143145,1.0,0.7271,1,Excelente
CUST-00227,Pedro Henrique Pastor,gael-henrique43@example.net,(061) 2980-4434,1958-09-06,Barbosa da Prata,AM,5140.9646367831165,648.0,3,8201.257558058009,2024-08-02,Referral,Inativo,4.0,1,1,67.0,65+,19.3,2733.7525193526694,Ouro,0.6327272727272727,0.5092289137336544,0.75,0.6188,0,Bom
CUST-00228,João Guilherme Correia,email_nao_informado@desconhecido.com,+55 61 8772 6043,1969-11-15,Nascimento do Galho,BA,2311.3306010445463,648.0,3,55.18429997498264,2022-05-19,Orgânico,Ativo,1.0,0,1,56.0,51-65,45.8,18.394766658327548,Bronze,0.6327272727272727,0.003426479528593995,0.0,0.2543,0,Bom
CUST-00229,Maya Castro,avasconcelos@example.net,+55 41 9867 9819,1971-03-11,Cassiano de Pinto,PE,2978.8345235434053,648.0,4,9505.871775906226,2022-11-09,Email,Churned,5.0,1,1,55.0,51-65,40.1,2376.4679439765564,Bronze,0.6327272727272727,0.5902344517616104,1.0,0.7097,0,Bom
CUST-00230,Matheus Campos,casa-grandegiovanna@example.org,(081) 1760-6137,1966-10-23,Silveira da Mata,MG,7908.69783242136,850.0,5,5808.665865974704,2023-01-06,Orgânico,Inativo,3.0,1,1,59.0,51-65,38.2,1161.7331731949407,Platina,1.0,0.3606691520455641,0.5,0.6512,0,Excelente
CUST-00231,João Miguel Moura,renancunha@example.com,31 8322 0244,1950-12-22,Machado,SC,2947.590564467951,623.0,3,6353.72646324092,2023-04-19,Social,Ativo,4.0,1,1,75.0,65+,34.8,2117.9088210803066,Bronze,0.5872727272727273,0.3945128173493295,0.75,0.5605,1,Bom
CUST-00232,Miguel Vieira,da-conceicaocatarina@example.net,+55 81 1113 8955,1970-06-18,Jesus,CE,5718.83854800083,608.0,2,342.7540586009592,2025-08-16,Social,Ativo,4.0,1,1,55.0,51-65,6.9,171.3770293004796,Ouro,0.56,0.0212821357826613,0.75,0.4189,0,Moderado
CUST-00233,Sra. Sofia Da Luz,machadomaria-liz@example.net,0900 521 6607,1954-10-08,das Neves Paulista,SC,5074.0788900157295,648.0,3,4698.34669214941,2022-02-09,Email,Prospect,5.0,1,1,71.0,65+,49.0,1566.1155640498034,Prata,0.6327272727272727,0.29172769730132525,1.0,0.6052,0,Bom
CUST-00234,Sra. Emanuella Da Cruz,rezendegael-henrique@example.net,84 6397 3470,1971-12-05,Novaes da Prata,MG,3114.673955854935,614.0,1,11258.783311496,2026-02-12,Pago,Ativo,3.0,1,1,54.0,51-65,1.0,11258.783311496,Bronze,0.5709090909090909,0.699075471668677,0.5,0.598,1,Moderado
CUST-00235,Dra. Ana Lívia Moura,maria-luiza83@example.com,(051) 2087 2493,1960-02-01,Peixoto,MG,22043.23128455589,746.0,6,3972.1674924278022,2023-02-01,Referral,Ativo,3.0,1,1,66.0,65+,37.3,662.0279154046337,Platina,0.8109090909090909,0.24663809458705901,0.5,0.5357,0,Excelente
CUST-00236,Srta. Carolina Ferreira,luiz-gustavo98@example.com,Não informado,1979-10-25,Vasconcelos,SE,7659.816567318212,456.0,3,2958.4678041546595,2021-06-11,Pago,Inativo,4.0,1,0,46.0,36-50,57.0,986.1559347182198,Platina,0.28363636363636363,0.18369589487473711,0.75,0.3652,0,Alto Risco
CUST-00237,Pedro Miguel Das Neves,tlima@example.org,(041) 1447 9515,1967-10-30,Teixeira,PA,1190.823292511645,524.0,1,10191.778872945715,2022-01-27,Orgânico,Ativo,4.0,1,1,58.0,51-65,49.5,10191.778872945715,Bronze,0.4072727272727273,0.6328234966093046,0.75,0.5719,1,Moderado
CUST-00238,João Felipe Guerra,machadoluiz-henrique@example.org,Não informado,1986-09-23,Caldeira,PB,5599.978404287646,522.0,1,2047.7700531935564,2021-09-27,Pago,Prospect,5.0,1,0,39.0,36-50,53.5,2047.7700531935564,Ouro,0.4036363636363636,0.12714924661029486,1.0,0.456,0,Moderado
CUST-00239,Felipe Ribeiro,xalmeida@example.net,+55 (084) 7104-0626,1966-11-12,da Rosa,RJ,3092.5444407673544,764.0,6,3200.8417187017358,2021-09-16,Orgânico,Ativo,5.0,1,1,59.0,51-65,53.8,533.4736197836227,Bronze,0.8436363636363636,0.19874527045506055,1.0,0.657,0,Excelente
CUST-00240,Noah Andrade,mda-rosa@example.net,84 2803-4269,1953-12-29,Pinto,AC,8925.818707355947,850.0,4,2264.182904973809,2022-04-28,Email,Prospect,4.0,1,1,72.0,65+,46.5,566.0457262434522,Platina,1.0,0.1405866591839046,0.75,0.6367,0,Excelente
CUST-00241,Mariah Nogueira,britobenjamim@example.net,(011) 6442 3558,1960-06-21,Pimenta,ES,5111.924595315733,637.0,2,9452.695300894498,2025-07-13,Orgânico,Ativo,4.0,1,1,65.0,65+,8.0,4726.347650447249,Prata,0.6127272727272727,0.586932641226493,0.75,0.638,1,Bom
CUST-00242,Lucas Gabriel Martins,pintomilena@example.net,Não informado,1946-08-17,Siqueira,SP,4535.472246989276,630.0,3,276.9721751244714,2025-09-28,Referral,Ativo,4.0,1,0,79.0,65+,5.5,92.32405837482379,Prata,0.6,0.01719763571313565,0.75,0.4335,0,Bom
CUST-00243,Ana Sophia Pereira,julia24@example.org,+55 84 7806-8870,1995-03-01,Souza Alegre,DF,6998.77977710758,658.0,6,2433.8618269710155,2024-09-08,Referral,Prospect,4.0,1,1,31.0,26-35,18.1,405.64363782850256,Ouro,0.6509090909090909,0.1511222889358612,0.75,0.5008,0,Bom
CUST-00244,Sra. Bárbara Montenegro,da-luzpietra@example.net,(021) 0873 9583,1981-04-21,Martins,SP,9009.443967861327,789.0,2,4064.900544351167,2025-04-04,Pago,Inativo,3.0,1,1,44.0,36-50,11.3,2032.4502721755835,Platina,0.889090909090909,0.2523960348741244,0.5,0.569,0,Excelente
CUST-00245,José Miguel Azevedo,eviana@example.com,0300 572 9279,1963-08-10,Vasconcelos das Flores,BA,2121.3172415354074,648.0,4,5494.18787992502,2024-06-11,Referral,Ativo,4.0,1,1,62.0,51-65,21.0,1373.546969981255,Bronze,0.6327272727272727,0.3411427218492726,0.75,0.56,1,Bom
CUST-00246,Sr. Pietro Andrade,sousamarina@example.org,21 7142-8010,2000-07-05,Sá de Azevedo,AP,3888.773669724676,679.0,0,3061.4982169613563,2024-08-25,Orgânico,Ativo,4.0,1,1,25.0,26-35,18.6,0.0,Prata,0.6890909090909091,0.19009321441063373,0.75,0.5297,0,Bom
CUST-00247,Dr. Davi Miguel Costa,heitornovais@example.org,+55 (071) 2561-2405,1955-08-24,Oliveira Verde,RS,3524.6565651981105,767.0,4,8385.972944976706,2023-02-19,Referral,Inativo,4.0,1,1,70.0,65+,36.7,2096.4932362441764,Prata,0.8490909090909091,0.5206981811191276,0.75,0.7094,0,Excelente
CUST-00248,Aurora Santos,emillyoliveira@example.com,11 2257 0108,1973-04-20,Silva de Goiás,AP,3110.906796771855,710.0,3,9965.076841259855,2024-11-29,Orgânico,Ativo,3.0,1,1,52.0,51-65,15.4,3321.6922804199517,Bronze,0.7454545454545455,0.6187472127565707,0.5,0.6397,1,Bom
CUST-00249,André Porto,lmelo@example.net,+55 (011) 2507-9216,1997-05-11,Montenegro Paulista,AC,5111.924595315733,673.0,5,232.68318883586488,2025-12-26,Email,Churned,5.0,1,1,28.0,26-35,2.5,46.53663776717298,Prata,0.6781818181818182,0.014447663258490263,1.0,0.5263,0,Bom
CUST-00250,Léo Rezende,email_nao_informado@desconhecido.com,+55 (021) 6901 3707,1949-12-08,da Conceição do Oeste,RO,6525.5935767656665,648.0,2,1801.7452194785155,2023-10-02,Social,Churned,2.0,0,1,76.0,65+,29.3,900.8726097392578,Ouro,0.6327272727272727,0.11187317974648586,0.25,0.3547,0,Bom
CUST-00251,Diego Monteiro,ferreiranoah@example.com,+55 81 6328 7377,1973-07-28,da Paz dos Dourados,RR,2033.230592555833,326.0,4,83.08497785918337,2024-05-05,Email,Inativo,3.0,1,1,52.0,51-65,22.2,20.771244464795842,Bronze,0.04727272727272727,0.005158876272730443,0.5,0.1457,0,Alto Risco
CUST-00252,Antony Novaes,ravypacheco@example.net,0300 637 9198,1974-09-20,Ramos das Flores,AM,9344.127620011925,731.0,2,1398.6254966847746,2023-05-02,Orgânico,Ativo,4.0,1,1,51.0,51-65,34.4,699.3127483423873,Platina,0.7836363636363637,0.08684284542401674,0.75,0.5313,0,Excelente
CUST-00253,Carolina Monteiro,isaac61@example.com,+55 31 3536-8714,1966-03-06,Pacheco,RJ,21709.589142930265,648.0,4,2694.1027364332544,2025-11-22,Orgânico,Ativo,4.0,1,1,60.0,51-65,3.6,673.5256841083136,Platina,0.6327272727272727,0.1672810541857474,0.75,0.4991,0,Bom
CUST-00254,Pedro Henrique Pimenta,jsousa@example.net,+55 11 6802 1731,1973-04-25,Pacheco do Sul,RR,5111.924595315733,430.0,4,8458.86092857047,2023-01-09,Orgânico,Inativo,5.0,1,1,52.0,51-65,38.1,2114.7152321426174,Prata,0.23636363636363636,0.5252239100633699,1.0,0.5284,0,Alto Risco
CUST-00255,Ana Luiza Vasconcelos,camargoemilly@example.com,+55 84 8286-5839,1963-06-07,Gomes de da Luz,PB,5111.924595315733,711.0,0,6560.4303340530205,2023-07-06,Orgânico,Ativo,3.0,1,1,62.0,51-65,32.2,0.0,Prata,0.7472727272727273,0.4073473841036399,0.5,0.5665,1,Bom
CUST-00256,Sra. Ana Cecília Alves,davi-luizoliveira@example.com,+55 84 0582 5909,1957-01-20,Monteiro de Oliveira,AM,3501.8131247759243,815.0,3,477.37309072485726,2025-10-11,Orgânico,Ativo,2.0,1,1,69.0,65+,5.0,159.1243635749524,Prata,0.9363636363636364,0.02964084211654226,0.25,0.4474,0,Excelente
CUST-00257,Milena Silveira,hellenamelo@example.com,+55 (071) 1223 5084,2003-12-11,Cunha,PR,11930.313635933004,634.0,2,341.7621153380539,2022-07-06,Referral,Ativo,4.0,1,1,22.0,18-25,44.2,170.88105766902694,Platina,0.6072727272727273,0.021220544473440878,0.75,0.4378,0,Bom
CUST-00258,Antonella Jesus,ramosmelina@example.org,(084) 3382-5508,1971-03-30,Cavalcanti,AL,2994.795938186432,764.0,3,3114.344573858953,2022-01-13,Orgânico,Ativo,5.0,1,1,54.0,51-65,49.9,1038.1148579529843,Bronze,0.8436363636363636,0.19337452739553118,1.0,0.6551,0,Excelente
CUST-00259,Sra. Alice Cavalcante,anaaraujo@example.net,(061) 8383 7156,1947-08-29,Rocha de Rocha,MG,6705.434524809345,843.0,2,2658.3868246069646,2023-03-09,Pago,Ativo,3.0,1,1,78.0,65+,36.1,1329.1934123034823,Ouro,0.9872727272727273,0.16506339733817788,0.5,0.5777,0,Excelente
CUST-00260,Otto Costela,asafemachado@example.net,0900-117-6865,1984-09-01,Dias,ES,8452.722327497233,808.0,3,1084.1630821984504,2023-07-17,Social,Ativo,3.0,1,1,41.0,36-50,31.9,361.3876940661501,Platina,0.9236363636363636,0.06731738209045801,0.5,0.518,0,Excelente
CUST-00261,Paulo Moura,email_nao_informado@desconhecido.com,84 0281 8777,1974-02-26,Vieira do Sul,DF,2568.6831919217734,847.0,3,8039.957940174594,2021-03-31,Referral,Prospect,5.0,0,1,52.0,51-65,59.4,2679.985980058198,Bronze,0.9945454545454545,0.49921356808465445,1.0,0.8225,0,Excelente
CUST-00262,Arthur Miguel Cassiano,email_nao_informado@desconhecido.com,+55 (071) 0540-9027,1963-11-29,Abreu da Prata,PA,4714.189352269625,739.0,2,9178.147245965802,2022-08-20,Pago,Ativo,4.0,0,1,62.0,51-65,42.7,4589.073622982901,Prata,0.7981818181818182,0.5698855229291702,0.75,0.7062,1,Excelente
CUST-00263,Nicole Cardoso,aylla32@example.com,Não informado,2004-06-14,Albuquerque do Campo,MT,508.32085978865,659.0,3,1803.1563208871544,2021-09-11,Pago,Ativo,4.0,1,0,21.0,18-25,54.0,601.0521069623848,Bronze,0.6527272727272727,0.11196079724080332,0.75,0.4878,0,Bom
CUST-00264,Caroline Correia,thomasfogaca@example.net,Não informado,1984-10-22,Rocha de Castro,AM,2399.2912280303703,648.0,4,7735.102277112256,2022-02-27,Pago,Ativo,4.0,1,0,41.0,36-50,48.5,1933.775569278064,Bronze,0.6327272727272727,0.48028460297804615,0.75,0.6087,1,Bom
CUST-00265,Leandro Ferreira,nicole97@example.net,+55 21 2281 9104,2000-10-24,Albuquerque da Praia,BA,4118.327008690907,620.0,2,1695.4887426089103,2021-11-25,Orgânico,Inativo,4.0,1,1,25.0,26-35,51.5,847.7443713044552,Prata,0.5818181818181818,0.1052755488453187,0.75,0.4571,0,Moderado
